"ags","region","anteil_18_24","tooltip"
"15084","Burgenlandkreis",4.85307380129265,"Hier leben rund <b>  159 670</b> deutsche Personen, davon sind etwa <b>  7750</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,9 Prozent</b>."
"15085","Harz",5.08557031514046,"Hier leben rund <b>  195 280</b> deutsche Personen, davon sind etwa <b>  9930</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"15086","Jerichower Land",4.62508843667934,"Hier leben rund <b>   83 390</b> deutsche Personen, davon sind etwa <b>  3860</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,6 Prozent</b>."
"15087","Mansfeld-Südharz",4.80955586010039,"Hier leben rund <b>  123 320</b> deutsche Personen, davon sind etwa <b>  5930</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,8 Prozent</b>."
"15088","Saalekreis",4.97948048314135,"Hier leben rund <b>  171 540</b> deutsche Personen, davon sind etwa <b>  8540</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,0 Prozent</b>."
"15089","Salzlandkreis",5.09050038635353,"Hier leben rund <b>  170 830</b> deutsche Personen, davon sind etwa <b>  8700</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"15090","Stendal",5.16459472899055,"Hier leben rund <b>  100 550</b> deutsche Personen, davon sind etwa <b>  5190</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,2 Prozent</b>."
"15091","Wittenberg",4.47254084115398,"Hier leben rund <b>  115 080</b> deutsche Personen, davon sind etwa <b>  5150</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,5 Prozent</b>."
"16051","Erfurt (Stadt)",7.97553351398865,"Hier leben rund <b>  192 260</b> deutsche Personen, davon sind etwa <b> 15 330</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 8,0 Prozent</b>."
"16052","Gera (Stadt)",5.6423388817755,"Hier leben rund <b>   82 010</b> deutsche Personen, davon sind etwa <b>  4630</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,6 Prozent</b>."
"16053","Jena (Stadt)",9.18529935536277,"Hier leben rund <b>   96 020</b> deutsche Personen, davon sind etwa <b>  8820</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 9,2 Prozent</b>."
"16054","Suhl (Stadt)",4.43164263645726,"Hier leben rund <b>   31 070</b> deutsche Personen, davon sind etwa <b>  1380</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,4 Prozent</b>."
"16055","Weimar (Stadt)",7.86193672099712,"Hier leben rund <b>   58 410</b> deutsche Personen, davon sind etwa <b>  4590</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 7,9 Prozent</b>."
"16061","Eichsfeld",5.46231743931606,"Hier leben rund <b>   98 260</b> deutsche Personen, davon sind etwa <b>  5370</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,5 Prozent</b>."
"16062","Nordhausen",5.25578324778034,"Hier leben rund <b>   74 220</b> deutsche Personen, davon sind etwa <b>  3900</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"16063","Wartburgkreis",5.21181288347846,"Hier leben rund <b>  143 100</b> deutsche Personen, davon sind etwa <b>  7460</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,2 Prozent</b>."
"16064","Unstrut-Hainich-Kreis",5.38319618784593,"Hier leben rund <b>   88 350</b> deutsche Personen, davon sind etwa <b>  4760</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,4 Prozent</b>."
"16065","Kyffhäuserkreis",4.98465805157255,"Hier leben rund <b>   67 790</b> deutsche Personen, davon sind etwa <b>  3380</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,0 Prozent</b>."
"16066","Schmalkalden-Meiningen",4.97933828976375,"Hier leben rund <b>  112 040</b> deutsche Personen, davon sind etwa <b>  5580</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,0 Prozent</b>."
"16067","Gotha",5.35063325205307,"Hier leben rund <b>  122 620</b> deutsche Personen, davon sind etwa <b>  6560</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,4 Prozent</b>."
"16068","Sömmerda",5.17463004765488,"Hier leben rund <b>   63 790</b> deutsche Personen, davon sind etwa <b>  3300</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,2 Prozent</b>."
"16069","Hildburghausen",4.91329988557345,"Hier leben rund <b>   56 800</b> deutsche Personen, davon sind etwa <b>  2790</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,9 Prozent</b>."
"16070","Ilm-Kreis",5.43605014368415,"Hier leben rund <b>   96 040</b> deutsche Personen, davon sind etwa <b>  5220</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,4 Prozent</b>."
"16071","Weimarer Land",5.25508346767903,"Hier leben rund <b>   76 920</b> deutsche Personen, davon sind etwa <b>  4040</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"16072","Sonneberg",5.05799543967483,"Hier leben rund <b>   50 440</b> deutsche Personen, davon sind etwa <b>  2550</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"16073","Saalfeld-Rudolstadt",4.84322033898305,"Hier leben rund <b>   94 400</b> deutsche Personen, davon sind etwa <b>  4570</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,8 Prozent</b>."
"16074","Saale-Holzland-Kreis",5.30988082974042,"Hier leben rund <b>   78 630</b> deutsche Personen, davon sind etwa <b>  4180</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,3 Prozent</b>."
"16075","Saale-Orla-Kreis",5.10538963268109,"Hier leben rund <b>   72 820</b> deutsche Personen, davon sind etwa <b>  3720</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 5,1 Prozent</b>."
"16076","Greiz",4.64015257755091,"Hier leben rund <b>   89 140</b> deutsche Personen, davon sind etwa <b>  4140</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,6 Prozent</b>."
"16077","Altenburger Land",4.85698665540121,"Hier leben rund <b>   80 480</b> deutsche Personen, davon sind etwa <b>  3910</b> zwischen 18 und 24 Jahre alt. Das entspricht einem Anteil von <b> 4,9 Prozent</b>."
